Migrationshintergrund in Wien gemeldeter Personen nach Geschlecht und Wiener Zählbezirk;;;;;;;;;;;;;;;;;
Migration background of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;90201;0202;1;5746;687;415;192;203;171;90;123;29;62;983;2791;20120101
AT1;AT13;AT130;90201;0203;1;6098;379;211;266;110;81;97;78;37;60;954;3825;20120101
AT1;AT13;AT130;90201;0204;1;7140;468;283;299;124;123;80;106;42;87;1348;4180;20120101
AT1;AT13;AT130;90201;0205;1;4480;242;122;203;199;60;39;56;45;60;879;2575;20120101
AT1;AT13;AT130;90201;0206;1;3132;172;98;104;118;30;29;41;29;26;327;2158;20120101
AT1;AT13;AT130;90201;0207;1;6496;794;419;258;258;136;103;137;55;66;1117;3153;20120101
AT1;AT13;AT130;90201;0208;1;939;49;19;24;10;13;4;3;8;7;108;694;20120101
AT1;AT13;AT130;90201;0209;1;7691;626;582;134;212;132;63;129;56;54;1100;4603;20120101
AT1;AT13;AT130;90201;0210;1;2;0;0;0;0;0;0;0;0;0;2;0;20120101
AT1;AT13;AT130;90201;0299;1;2;0;0;0;0;0;0;0;0;0;0;2;20120101
AT1;AT13;AT130;90301;0301;1;5365;300;124;269;140;67;52;63;53;67;705;3525;20120101
AT1;AT13;AT130;90301;0302;1;4098;137;39;215;48;47;38;31;28;40;486;2989;20120101
AT1;AT13;AT130;90301;0303;1;2851;94;31;177;41;18;19;21;23;30;530;1867;20120101
AT1;AT13;AT130;90301;0304;1;5251;464;198;223;235;144;98;78;38;76;938;2759;20120101
AT1;AT13;AT130;90301;0305;1;3851;197;107;182;109;64;52;75;43;39;546;2437;20120101
AT1;AT13;AT130;90301;0306;1;7142;480;372;218;162;128;96;98;54;69;948;4517;20120101
AT1;AT13;AT130;90301;0307;1;2445;155;151;48;69;44;24;59;24;39;330;1502;20120101
AT1;AT13;AT130;90301;0308;1;877;10;10;37;2;6;1;3;13;7;89;699;20120101
AT1;AT13;AT130;90301;0309;1;4077;158;59;207;74;47;25;33;49;46;537;2842;20120101
AT1;AT13;AT130;90301;0310;1;3901;313;295;105;115;90;58;57;35;42;600;2191;20120101
AT1;AT13;AT130;90301;0311;1;1276;92;76;17;36;33;13;11;7;13;157;821;20120101
AT1;AT13;AT130;90301;0399;1;2;0;0;0;0;0;0;0;0;0;0;2;20120101
AT1;AT13;AT130;90401;0401;1;1136;34;15;75;21;10;19;18;9;8;248;679;20120101
AT1;AT13;AT130;90401;0402;1;4742;183;130;314;82;53;39;66;32;66;859;2918;20120101
AT1;AT13;AT130;90401;0403;1;5785;256;115;315;101;62;60;61;50;55;945;3765;20120101
AT1;AT13;AT130;90401;0404;1;3204;158;84;160;53;38;31;34;13;38;515;2080;20120101
AT1;AT13;AT130;90401;0499;1;6;0;0;0;0;0;2;0;0;0;3;1;20120101
AT1;AT13;AT130;90501;0501;1;5533;303;174;324;119;76;67;63;52;64;731;3560;20120101
AT1;AT13;AT130;90501;0502;1;9569;820;658;302;291;256;140;139;65;73;1592;5233;20120101
AT1;AT13;AT130;90501;0503;1;8069;844;552;300;270;245;121;125;56;74;1257;4225;20120101
AT1;AT13;AT130;90501;0504;1;3073;199;97;189;90;61;57;57;20;38;538;1727;20120101
AT1;AT13;AT130;90501;0599;1;3;0;0;0;0;0;1;0;0;0;1;1;20120101
AT1;AT13;AT130;90601;0601;1;3563;113;63;202;60;33;28;18;25;50;567;2404;20120101
AT1;AT13;AT130;90601;0602;1;4503;222;169;244;136;67;48;48;30;36;841;2662;20120101
AT1;AT13;AT130;90601;0603;1;6239;268;166;349;128;83;64;57;53;62;930;4079;20120101
AT1;AT13;AT130;90701;0701;1;2638;120;50;197;37;29;27;18;14;15;365;1766;20120101
AT1;AT13;AT130;90701;0702;1;1389;28;22;100;18;13;8;16;5;24;199;956;20120101
AT1;AT13;AT130;90701;0703;1;2173;95;37;114;17;28;29;25;13;24;286;1505;20120101
AT1;AT13;AT130;90701;0704;1;4722;217;145;281;79;79;50;40;32;40;723;3036;20120101
AT1;AT13;AT130;90701;0705;1;3733;241;118;224;95;56;40;42;24;46;551;2296;20120101
AT1;AT13;AT130;90801;0801;1;3006;168;43;136;65;40;24;109;27;51;658;1685;20120101
AT1;AT13;AT130;90801;0802;1;5204;170;92;357;78;49;31;37;49;45;735;3561;20120101
AT1;AT13;AT130;90801;0803;1;3615;155;71;199;71;46;33;39;22;40;535;2404;20120101
AT1;AT13;AT130;90801;0899;1;6;0;0;0;0;0;0;0;0;0;1;5;20120101
AT1;AT13;AT130;90901;0901;1;3941;216;99;227;61;70;41;53;29;35;535;2575;20120101
AT1;AT13;AT130;90901;0902;1;5316;262;80;299;144;58;46;43;43;44;925;3372;20120101
AT1;AT13;AT130;90901;0903;1;1976;115;68;116;63;32;24;22;15;28;310;1183;20120101
AT1;AT13;AT130;90901;0904;1;4549;245;131;267;111;86;89;45;33;47;788;2707;20120101
AT1;AT13;AT130;90901;0905;1;2491;42;31;174;30;12;7;21;16;24;453;1681;20120101
AT1;AT13;AT130;90901;0906;1;960;26;6;72;7;9;8;5;8;4;170;645;20120101
AT1;AT13;AT130;91001;1001;1;458;43;59;6;20;26;15;16;1;2;55;215;20120101
AT1;AT13;AT130;91001;1002;1;9508;1025;1085;143;290;295;184;176;46;101;1421;4742;20120101
AT1;AT13;AT130;91001;1003;1;3330;305;321;52;104;124;59;38;31;37;335;1924;20120101
AT1;AT13;AT130;91001;1004;1;4011;552;439;103;145;152;80;91;27;34;685;1703;20120101
AT1;AT13;AT130;91001;1005;1;8783;1002;1003;133;247;348;190;197;45;81;1128;4409;20120101
AT1;AT13;AT130;91001;1006;1;6160;738;910;93;247;320;134;135;32;48;998;2505;20120101
AT1;AT13;AT130;91001;1007;1;5801;515;433;99;188;203;107;93;54;60;649;3400;20120101
AT1;AT13;AT130;91001;1008;1;4784;532;538;95;186;237;88;126;28;61;687;2206;20120101
AT1;AT13;AT130;91001;1009;1;2257;170;168;20;38;73;23;26;12;25;195;1507;20120101
AT1;AT13;AT130;91001;1010;1;7724;633;741;98;119;241;81;81;71;39;758;4862;20120101
AT1;AT13;AT130;91001;1011;1;4311;200;401;39;41;46;19;17;26;25;432;3065;20120101
AT1;AT13;AT130;91001;1012;1;1248;35;36;31;21;41;9;13;3;7;169;883;20120101
AT1;AT13;AT130;91001;1013;1;2200;137;89;26;11;23;23;7;26;10;80;1768;20120101
AT1;AT13;AT130;91001;1014;1;1921;91;63;22;17;23;13;12;17;3;86;1574;20120101
AT1;AT13;AT130;91001;1015;1;2748;133;110;38;39;90;65;24;12;15;165;2057;20120101
AT1;AT13;AT130;91001;1016;1;2843;77;59;31;21;22;8;19;25;15;155;2411;20120101
AT1;AT13;AT130;91001;1017;1;440;10;3;4;4;1;2;1;2;1;11;401;20120101
AT1;AT13;AT130;91001;1018;1;2097;47;22;42;32;27;19;12;10;8;121;1757;20120101
AT1;AT13;AT130;91001;1019;1;1284;41;19;31;14;10;8;12;16;17;71;1045;20120101
AT1;AT13;AT130;91001;1020;1;4341;143;308;36;38;41;21;41;40;15;218;3440;20120101
AT1;AT13;AT130;91001;1021;1;2992;76;105;23;47;30;24;13;6;15;183;2470;20120101
AT1;AT13;AT130;91001;1022;1;3180;333;250;75;163;128;47;78;16;42;523;1525;20120101
AT1;AT13;AT130;91001;1023;1;4628;441;442;71;96;131;100;94;37;80;554;2582;20120101
AT1;AT13;AT130;91001;1099;1;250;10;14;1;6;5;2;1;0;0;5;206;20120101
AT1;AT13;AT130;91101;1101;1;965;27;78;34;12;7;10;7;10;7;157;616;20120101
AT1;AT13;AT130;91101;1102;1;6621;626;500;111;151;169;90;116;49;61;809;3939;20120101
AT1;AT13;AT130;91101;1103;1;8067;777;736;129;288;217;176;168;34;74;938;4530;20120101
AT1;AT13;AT130;91101;1104;1;2231;175;142;30;38;60;30;26;13;28;225;1464;20120101
AT1;AT13;AT130;91101;1105;1;5131;253;278;56;95;102;45;54;27;27;330;3864;20120101
AT1;AT13;AT130;91101;1106;1;170;10;6;0;2;4;2;4;0;1;5;136;20120101
AT1;AT13;AT130;91101;1107;1;2984;138;170;37;46;46;34;56;22;26;186;2223;20120101
AT1;AT13;AT130;91101;1108;1;398;11;3;9;3;8;6;1;4;2;18;333;20120101
AT1;AT13;AT130;91101;1109;1;1176;38;8;32;22;17;6;44;7;13;53;936;20120101
AT1;AT13;AT130;91101;1110;1;12073;533;786;170;245;294;167;215;59;73;766;8765;20120101
AT1;AT13;AT130;91101;1111;1;2469;118;84;38;45;38;15;70;27;138;642;1254;20120101
AT1;AT13;AT130;91101;1112;1;282;4;5;2;0;4;2;10;1;9;129;116;20120101
AT1;AT13;AT130;91101;1113;1;2247;85;75;50;73;29;31;33;22;23;176;1650;20120101
AT1;AT13;AT130;91101;1199;1;52;0;0;1;0;0;0;1;0;1;0;49;20120101
AT1;AT13;AT130;91201;1201;1;2030;202;119;52;61;73;38;29;21;19;380;1036;20120101
AT1;AT13;AT130;91201;1202;1;8403;880;593;154;362;284;191;133;43;61;1148;4554;20120101
AT1;AT13;AT130;91201;1203;1;2462;188;259;28;43;47;21;23;16;13;327;1497;20120101
AT1;AT13;AT130;91201;1204;1;4182;419;290;98;176;133;93;100;25;49;623;2176;20120101
AT1;AT13;AT130;91201;1205;1;3967;364;296;90;105;118;59;55;30;39;513;2298;20120101
AT1;AT13;AT130;91201;1206;1;4238;450;181;201;184;154;88;69;27;41;548;2295;20120101
AT1;AT13;AT130;91201;1207;1;2990;181;181;48;48;33;25;40;22;18;279;2115;20120101
AT1;AT13;AT130;91201;1208;1;2161;209;158;33;79;90;57;23;14;10;191;1297;20120101
AT1;AT13;AT130;91201;1209;1;3873;226;358;31;37;79;34;42;21;11;530;2504;20120101
AT1;AT13;AT130;91201;1210;1;4479;199;336;98;84;150;77;51;24;22;419;3019;20120101
AT1;AT13;AT130;91201;1211;1;4181;156;87;115;43;43;25;36;43;27;295;3311;20120101
AT1;AT13;AT130;91201;1299;1;2;0;0;1;0;0;0;0;0;0;0;1;20120101
AT1;AT13;AT130;91301;1301;1;212;11;0;8;1;4;3;5;1;1;15;163;20120101
AT1;AT13;AT130;91301;1302;1;2750;56;32;175;39;7;17;18;24;27;288;2067;20120101
AT1;AT13;AT130;91301;1303;1;4042;132;54;195;66;45;23;31;36;48;420;2992;20120101
AT1;AT13;AT130;91301;1304;1;4539;91;48;184;72;17;29;29;53;51;379;3586;20120101
AT1;AT13;AT130;91301;1305;1;1926;53;12;81;20;11;4;19;27;16;143;1540;20120101
AT1;AT13;AT130;91301;1306;1;1149;18;4;54;23;5;13;6;7;5;116;898;20120101
AT1;AT13;AT130;91301;1307;1;1436;66;35;31;23;18;9;14;19;13;110;1098;20120101
AT1;AT13;AT130;91301;1308;1;2898;74;31;98;25;15;11;20;27;27;230;2340;20120101
AT1;AT13;AT130;91301;1309;1;2156;64;34;31;24;15;9;12;15;17;153;1782;20120101
AT1;AT13;AT130;91301;1310;1;45;2;1;1;0;2;1;0;0;0;1;37;20120101
AT1;AT13;AT130;91301;1311;1;2079;11;4;76;20;3;4;4;17;6;110;1824;20120101
AT1;AT13;AT130;91301;1399;1;23;0;0;1;0;0;0;0;0;0;1;21;20120101
AT1;AT13;AT130;91401;1401;1;3259;282;102;104;94;81;66;25;21;24;314;2146;20120101
AT1;AT13;AT130;91401;1402;1;4166;511;338;122;205;152;103;81;25;37;503;2089;20120101
AT1;AT13;AT130;91401;1403;1;4085;234;99;180;95;62;45;33;32;38;432;2835;20120101
AT1;AT13;AT130;91401;1404;1;9049;752;376;175;296;277;147;150;54;66;891;5865;20120101
AT1;AT13;AT130;91401;1405;1;1976;67;62;38;24;24;11;11;10;10;87;1632;20120101
AT1;AT13;AT130;91401;1406;1;5480;313;161;135;147;114;67;67;43;37;509;3887;20120101
AT1;AT13;AT130;91401;1407;1;1351;116;68;16;19;38;16;8;5;3;105;957;20120101
AT1;AT13;AT130;91401;1408;1;1758;51;27;43;9;16;20;8;16;8;101;1459;20120101
AT1;AT13;AT130;91401;1409;1;164;8;0;5;1;4;2;1;2;0;10;131;20120101
AT1;AT13;AT130;91401;1410;1;3472;105;57;109;41;31;28;23;30;15;244;2789;20120101
AT1;AT13;AT130;91401;1411;1;3049;15;11;90;23;5;8;10;38;16;165;2668;20120101
AT1;AT13;AT130;91401;1412;1;2842;61;32;81;29;16;22;10;22;14;163;2392;20120101
AT1;AT13;AT130;91401;1499;1;57;0;0;2;1;1;0;0;1;0;5;47;20120101
AT1;AT13;AT130;91501;1501;1;5108;474;357;144;172;139;95;81;36;47;595;2968;20120101
AT1;AT13;AT130;91501;1502;1;4981;660;417;143;266;197;127;84;29;83;784;2191;20120101
AT1;AT13;AT130;91501;1503;1;6019;798;436;200;221;222;200;193;22;117;1025;2585;20120101
AT1;AT13;AT130;91501;1504;1;3940;414;311;110;156;160;129;69;26;58;760;1747;20120101
AT1;AT13;AT130;91501;1505;1;5213;496;375;132;148;177;98;110;26;60;708;2883;20120101
AT1;AT13;AT130;91501;1506;1;7123;1021;544;169;338;276;198;215;33;53;870;3406;20120101
AT1;AT13;AT130;91501;1507;1;3926;318;237;74;140;112;72;49;35;27;342;2520;20120101
AT1;AT13;AT130;91501;1599;1;33;0;0;2;2;3;1;5;0;3;14;3;20120101
AT1;AT13;AT130;91601;1601;1;6776;807;679;194;193;221;149;161;42;45;963;3322;20120101
AT1;AT13;AT130;91601;1602;1;4209;644;395;117;258;151;99;112;15;51;665;1702;20120101
AT1;AT13;AT130;91601;1603;1;5932;491;564;83;143;136;106;64;35;41;534;3735;20120101
AT1;AT13;AT130;91601;1604;1;3908;355;269;89;124;111;74;91;25;20;417;2333;20120101
AT1;AT13;AT130;91601;1605;1;7653;921;408;194;316;253;224;126;46;122;910;4133;20120101
AT1;AT13;AT130;91601;1606;1;4893;427;352;94;141;100;68;48;32;21;435;3175;20120101
AT1;AT13;AT130;91601;1607;1;4815;436;286;86;176;114;55;55;25;25;460;3097;20120101
AT1;AT13;AT130;91601;1608;1;1488;46;42;21;7;7;5;8;11;7;52;1282;20120101
AT1;AT13;AT130;91601;1609;1;2396;22;11;51;16;17;8;5;20;10;85;2151;20120101
AT1;AT13;AT130;91601;1610;1;5349;869;673;120;260;222;163;111;14;32;782;2103;20120101
AT1;AT13;AT130;91601;1699;1;76;0;0;4;0;5;0;0;0;0;1;66;20120101
AT1;AT13;AT130;91701;1701;1;5177;630;302;158;264;148;116;124;30;48;669;2688;20120101
AT1;AT13;AT130;91701;1702;1;6836;830;395;219;279;231;138;102;32;61;970;3579;20120101
AT1;AT13;AT130;91701;1703;1;8586;916;419;196;316;288;195;113;58;100;973;5012;20120101
AT1;AT13;AT130;91701;1704;1;1595;31;12;67;10;17;7;9;9;10;117;1306;20120101
AT1;AT13;AT130;91701;1705;1;2770;91;46;75;31;12;20;10;30;24;194;2237;20120101
AT1;AT13;AT130;91701;1706;1;1149;33;6;39;8;4;2;3;9;16;118;911;20120101
AT1;AT13;AT130;91701;1799;1;14;0;0;0;0;0;0;0;0;0;1;13;20120101
AT1;AT13;AT130;91801;1801;1;858;12;5;60;6;0;4;5;8;9;129;620;20120101
AT1;AT13;AT130;91801;1802;1;6358;296;199;334;150;78;72;60;48;74;814;4233;20120101
AT1;AT13;AT130;91801;1803;1;6997;667;284;289;277;131;156;119;37;58;918;4061;20120101
AT1;AT13;AT130;91801;1804;1;4192;140;45;183;76;44;14;41;30;41;427;3151;20120101
AT1;AT13;AT130;91801;1805;1;4009;63;28;225;31;16;18;25;47;43;515;2998;20120101
AT1;AT13;AT130;91901;1901;1;2670;67;40;112;28;17;12;22;24;32;371;1945;20120101
AT1;AT13;AT130;91901;1902;1;4430;267;188;99;81;55;40;37;43;38;568;3014;20120101
AT1;AT13;AT130;91901;1903;1;134;4;22;1;0;0;2;2;1;1;15;86;20120101
AT1;AT13;AT130;91901;1904;1;6224;247;188;255;124;62;55;51;67;60;976;4139;20120101
AT1;AT13;AT130;91901;1905;1;3188;94;48;151;41;23;19;24;36;41;492;2219;20120101
AT1;AT13;AT130;91901;1906;1;2362;31;15;99;20;14;14;5;23;27;350;1764;20120101
AT1;AT13;AT130;91901;1907;1;1319;16;12;55;12;2;5;11;6;15;164;1021;20120101
AT1;AT13;AT130;91901;1908;1;5777;187;117;171;118;39;37;30;68;55;633;4322;20120101
AT1;AT13;AT130;91901;1909;1;2094;47;102;101;25;22;13;28;13;36;491;1216;20120101
AT1;AT13;AT130;91901;1910;1;3858;54;33;155;30;21;10;22;40;37;447;3009;20120101
AT1;AT13;AT130;91901;1999;1;7;0;0;0;0;0;0;0;0;0;2;5;20120101
AT1;AT13;AT130;92001;2001;1;3921;300;337;40;69;119;55;32;26;21;455;2467;20120101
AT1;AT13;AT130;92001;2002;1;7723;829;752;117;256;222;101;149;34;74;1233;3956;20120101
AT1;AT13;AT130;92001;2003;1;6734;684;634;203;170;221;134;115;35;69;965;3504;20120101
AT1;AT13;AT130;92001;2004;1;4600;261;318;86;120;122;64;60;31;35;809;2694;20120101
AT1;AT13;AT130;92001;2005;1;5670;625;537;160;209;144;97;196;27;75;979;2621;20120101
AT1;AT13;AT130;92001;2006;1;4069;308;431;71;83;79;65;53;33;33;507;2406;20120101
AT1;AT13;AT130;92001;2007;1;6192;447;548;90;143;136;82;69;37;48;760;3832;20120101
AT1;AT13;AT130;92001;2008;1;2730;321;239;54;106;86;49;62;23;22;344;1424;20120101
AT1;AT13;AT130;92001;2099;1;41;5;0;1;2;0;0;0;0;0;4;29;20120101
AT1;AT13;AT130;92101;2101;1;638;17;1;9;2;1;1;2;6;1;15;583;20120101
AT1;AT13;AT130;92101;2102;1;3388;76;26;59;90;47;29;21;27;26;263;2724;20120101
AT1;AT13;AT130;92101;2103;1;2614;55;36;35;53;14;14;20;18;13;166;2190;20120101
AT1;AT13;AT130;92101;2104;1;1863;42;19;22;20;10;7;24;20;8;110;1581;20120101
AT1;AT13;AT130;92101;2105;1;8450;368;477;76;111;70;46;94;68;20;886;6234;20120101
AT1;AT13;AT130;92101;2106;1;410;45;6;5;2;7;6;5;3;6;23;302;20120101
AT1;AT13;AT130;92101;2107;1;1846;86;45;40;34;25;10;13;12;21;176;1384;20120101
AT1;AT13;AT130;92101;2108;1;1206;38;34;17;14;9;9;7;8;4;77;989;20120101
AT1;AT13;AT130;92101;2109;1;3286;90;73;59;108;23;10;26;33;15;231;2618;20120101
AT1;AT13;AT130;92101;2110;1;2597;128;64;38;39;42;23;27;19;6;241;1970;20120101
AT1;AT13;AT130;92101;2111;1;2284;82;42;44;63;36;32;22;19;11;274;1659;20120101
AT1;AT13;AT130;92101;2112;1;3516;143;258;27;78;26;20;31;17;7;352;2557;20120101
AT1;AT13;AT130;92101;2113;1;2256;32;20;58;23;11;14;19;13;9;149;1908;20120101
AT1;AT13;AT130;92101;2114;1;2374;86;65;23;28;19;11;26;29;10;141;1936;20120101
AT1;AT13;AT130;92101;2115;1;1901;54;40;31;35;16;13;9;19;24;132;1528;20120101
AT1;AT13;AT130;92101;2116;1;1601;24;3;27;18;3;4;10;19;6;35;1452;20120101
AT1;AT13;AT130;92101;2117;1;3013;170;186;35;71;33;22;24;25;11;277;2159;20120101
AT1;AT13;AT130;92101;2118;1;3444;197;158;64;88;54;48;46;29;25;335;2400;20120101
AT1;AT13;AT130;92101;2119;1;1561;85;37;11;40;21;15;52;7;14;142;1137;20120101
AT1;AT13;AT130;92101;2120;1;787;57;41;10;32;39;21;5;8;5;88;481;20120101
AT1;AT13;AT130;92101;2121;1;3197;313;116;47;99;64;35;58;24;59;344;2038;20120101
AT1;AT13;AT130;92101;2122;1;3984;156;209;73;98;54;47;43;37;51;541;2675;20120101
AT1;AT13;AT130;92101;2123;1;4926;320;147;111;193;87;54;78;48;53;662;3173;20120101
AT1;AT13;AT130;92101;2124;1;1720;49;38;35;62;21;12;18;25;11;154;1295;20120101
AT1;AT13;AT130;92101;2125;1;2134;57;39;47;64;24;10;32;11;22;240;1588;20120101
AT1;AT13;AT130;92101;2126;1;3226;104;110;55;64;56;33;19;22;25;301;2437;20120101
AT1;AT13;AT130;92101;2127;1;759;10;5;22;6;4;4;5;17;2;101;583;20120101
AT1;AT13;AT130;92101;2128;1;157;23;15;3;8;5;7;0;1;0;27;68;20120101
AT1;AT13;AT130;92101;2129;1;40;0;0;1;0;0;0;0;0;0;0;39;20120101
AT1;AT13;AT130;92101;2130;1;9;0;0;0;3;0;0;1;0;0;2;3;20120101
AT1;AT13;AT130;92101;2199;1;211;3;0;4;2;0;0;0;0;1;5;196;20120101
AT1;AT13;AT130;92201;2201;1;1030;10;21;21;19;4;5;14;6;9;86;835;20120101
AT1;AT13;AT130;92201;2202;1;2292;64;29;33;33;21;20;30;11;5;241;1805;20120101
AT1;AT13;AT130;92201;2203;1;680;22;4;16;5;1;5;7;14;6;40;560;20120101
AT1;AT13;AT130;92201;2204;1;1951;28;25;33;39;8;8;14;26;16;80;1674;20120101
AT1;AT13;AT130;92201;2205;1;2637;34;19;42;43;10;7;14;26;14;172;2256;20120101
AT1;AT13;AT130;92201;2206;1;5369;172;189;65;102;33;17;26;31;7;463;4264;20120101
AT1;AT13;AT130;92201;2207;1;2235;34;8;48;40;16;14;20;21;11;167;1856;20120101
AT1;AT13;AT130;92201;2208;1;7531;345;281;95;216;136;65;117;56;27;1103;5090;20120101
AT1;AT13;AT130;92201;2209;1;6435;260;271;106;140;66;56;58;53;30;748;4647;20120101
AT1;AT13;AT130;92201;2210;1;2973;62;64;56;53;24;37;39;16;10;527;2085;20120101
AT1;AT13;AT130;92201;2211;1;5211;201;123;85;132;56;43;86;54;49;634;3748;20120101
AT1;AT13;AT130;92201;2212;1;1628;64;91;20;31;9;11;7;16;11;237;1131;20120101
AT1;AT13;AT130;92201;2213;1;3063;129;87;40;55;24;23;31;25;13;340;2296;20120101
AT1;AT13;AT130;92201;2214;1;2377;37;29;29;21;5;6;9;17;4;116;2104;20120101
AT1;AT13;AT130;92201;2215;1;3954;171;205;39;70;26;15;40;45;27;341;2975;20120101
AT1;AT13;AT130;92201;2216;1;570;26;17;15;5;6;8;2;3;6;36;446;20120101
AT1;AT13;AT130;92201;2217;1;766;6;12;16;9;1;1;5;1;6;45;664;20120101
AT1;AT13;AT130;92201;2218;1;2561;65;56;38;41;27;22;21;22;7;190;2072;20120101
AT1;AT13;AT130;92201;2219;1;2840;195;101;48;52;46;30;38;28;28;350;1924;20120101
AT1;AT13;AT130;92201;2220;1;1460;55;60;27;10;13;9;15;9;14;205;1043;20120101
AT1;AT13;AT130;92201;2221;1;909;25;12;24;21;5;5;5;6;6;75;725;20120101
AT1;AT13;AT130;92201;2222;1;2780;46;19;35;178;25;21;23;22;9;262;2140;20120101
AT1;AT13;AT130;92201;2223;1;2166;73;25;38;39;14;12;24;15;14;260;1652;20120101
AT1;AT13;AT130;92201;2224;1;2815;41;15;43;90;22;15;28;20;21;207;2313;20120101
AT1;AT13;AT130;92201;2225;1;907;13;2;16;8;2;9;5;10;3;46;793;20120101
AT1;AT13;AT130;92201;2226;1;1879;30;5;37;13;5;1;22;28;12;130;1596;20120101
AT1;AT13;AT130;92201;2227;1;3134;45;14;73;42;18;9;20;21;21;244;2627;20120101
AT1;AT13;AT130;92201;2228;1;1791;40;22;36;25;12;8;8;11;21;162;1446;20120101
AT1;AT13;AT130;92201;2229;1;1646;53;32;22;15;5;5;10;22;11;151;1320;20120101
AT1;AT13;AT130;92201;2230;1;9;1;0;0;0;1;0;0;0;0;1;6;20120101
AT1;AT13;AT130;92201;2231;1;48;2;0;3;0;1;0;0;1;0;1;40;20120101
AT1;AT13;AT130;92201;2232;1;2100;78;32;43;89;72;24;19;19;11;440;1273;20120101
AT1;AT13;AT130;92201;2299;1;287;8;6;4;1;1;1;1;2;7;15;241;20120101
AT1;AT13;AT130;92301;2301;1;1178;73;19;22;19;11;16;24;12;16;113;853;20120101
AT1;AT13;AT130;92301;2302;1;2300;179;52;44;53;61;40;29;14;8;187;1633;20120101
AT1;AT13;AT130;92301;2303;1;1675;33;14;27;14;11;8;12;10;13;114;1419;20120101
AT1;AT13;AT130;92301;2304;1;3508;119;143;46;60;127;79;31;19;29;284;2571;20120101
AT1;AT13;AT130;92301;2305;1;4240;150;164;60;97;74;50;46;28;23;332;3216;20120101
AT1;AT13;AT130;92301;2306;1;438;25;3;8;11;8;6;4;2;1;17;353;20120101
AT1;AT13;AT130;92301;2307;1;4078;174;167;76;61;78;68;54;24;25;286;3065;20120101
AT1;AT13;AT130;92301;2308;1;1909;45;58;51;24;15;18;19;17;21;129;1512;20120101
AT1;AT13;AT130;92301;2309;1;3165;71;63;76;30;56;24;34;46;24;189;2552;20120101
AT1;AT13;AT130;92301;2310;1;2368;106;60;50;22;29;21;19;17;12;133;1899;20120101
AT1;AT13;AT130;92301;2311;1;3626;119;163;103;67;63;27;29;27;32;261;2735;20120101
AT1;AT13;AT130;92301;2312;1;2596;110;65;71;34;21;11;15;16;21;172;2060;20120101
AT1;AT13;AT130;92301;2313;1;1948;19;8;51;14;11;2;8;28;5;92;1710;20120101
AT1;AT13;AT130;92301;2314;1;2260;35;18;81;26;14;7;13;21;8;135;1902;20120101
AT1;AT13;AT130;92301;2315;1;1031;5;6;51;14;1;8;4;8;10;53;871;20120101
AT1;AT13;AT130;92301;2316;1;996;20;16;43;20;4;2;9;17;2;65;798;20120101
AT1;AT13;AT130;92301;2317;1;141;9;5;7;2;1;0;0;1;1;25;90;20120101
AT1;AT13;AT130;92301;2318;1;2634;74;79;40;46;24;17;15;20;22;121;2176;20120101
AT1;AT13;AT130;92301;2319;1;4425;87;84;77;89;44;20;28;54;36;245;3661;20120101
AT1;AT13;AT130;92301;2399;1;43;0;4;0;1;1;0;3;1;0;9;24;20120101
